Timestamp,SessionTime,Num_of_Fixations,Mean_Fixation_Duration,Skew_Fixation_Duration,First_Fixation_Duration,Mean_Saccade_Duration,Skew_Saccade_Duration,Skew_Saccade_Amplitude,Mean_Saccade_Direction,SD_Saccade_Direction,Max_Saccade_Direction,Num_of_Blink,Mean_Blink_Duration,Skew_Blink_Duration,Num_of_Microsac,Mean_Microsac_Peak_Vel,SD_Microsac_Peak_Vel,Skew_Microsac_Peak_Vel,SD_Microsac_Ampl,Skew_Microsac_Ampl,Mean_Microsac_Dir,SD_Microsac_Dir,Max_Microsac_Dir,Mean_Microsac_H_Amp,Skew_Microsac_H_Amp,Max_Microsac_H_Amp,Mean_Microsac_V_Amp,SD_Microsac_V_Amp,Skew_Microsac_V_Amp,Max_Microsac_V_Amp,Mean,SD,Number of Peaks
2026-04-16 14:25:10.972,27,567,0,9667,303,4494,1,0562,133,4372,23,0422,17,1860,4,4696,-0,0212,1,8414,3,1393,0,0000,0,0000,0,0000,4,1333,36,9385,4,0641,0,0871,0,0901,0,0870,-18,5271,109,3753,179,0075,0,6636,1,0764,2,3627,0,5344,0,2731,-0,4834,0,9664,7,4310,0,0021,0,000000
2026-04-16 14:25:11.924,28,520,1,0667,297,2239,1,1805,133,4372,23,0297,17,3691,4,5095,-0,0465,1,8376,3,1393,0,0000,0,0000,0,0000,4,2667,36,9574,4,0495,0,0637,0,0891,0,0592,-20,3303,109,0536,179,0075,0,6699,1,0426,2,3627,0,5267,0,2748,-0,4393,0,9664,7,4106,0,0135,0,000000
2026-04-16 14:25:12.924,29,520,1,1667,297,1571,1,0769,133,4372,23,0236,17,4362,4,5245,-0,0432,1,8338,3,1393,0,0000,0,0000,0,0000,4,3333,36,9141,4,0358,0,0877,0,0888,0,0834,-20,3097,108,6043,179,0075,0,6629,1,0503,2,3627,0,5297,0,2738,-0,4627,0,9664,7,4065,0,0435,0,000000
2026-04-16 14:25:13.934,30,531,1,2000,311,1215,0,9374,133,4372,23,3152,14,2664,4,3785,-0,0393,1,8340,3,1393,0,0000,0,0000,0,0000,4,3333,36,9141,4,0358,0,0877,0,0888,0,0834,-20,3097,108,6043,179,0075,0,6629,1,0503,2,3627,0,5297,0,2738,-0,4627,0,9664,7,6188,0,2979,0,000000
2026-04-16 14:25:14.934,31,531,1,2000,335,8130,1,9998,133,4372,23,3070,14,3211,4,3788,-0,0229,1,8369,3,1393,0,0000,0,0000,0,0000,4,3333,36,9141,4,0358,0,0877,0,0888,0,0834,-20,3097,108,6043,179,0075,0,6629,1,0503,2,3627,0,5297,0,2738,-0,4627,0,9664,7,8735,0,4741,0,000000
2026-04-16 14:25:15.948,32,542,1,3000,327,0755,1,9761,133,4372,23,2810,14,4975,4,3979,-0,0290,1,8266,3,1393,0,0000,0,0000,0,0000,4,5000,36,9087,4,0177,0,1052,0,0884,0,1003,-18,9017,107,6433,179,0075,0,6567,1,0999,2,3627,0,5344,0,2708,-0,5000,0,9664,8,0232,0,5072,0,000000
2026-04-16 14:25:16.946,33,542,1,3333,342,2337,1,7662,133,4372,23,2990,14,3756,4,6273,-0,0236,1,8172,3,1393,0,0000,0,0000,0,0000,4,5000,36,8470,3,9966,0,1311,0,0879,0,1266,-18,3376,107,0464,179,0075,0,6463,1,1250,2,3627,0,5383,0,2702,-0,5319,0,9664,8,1539,0,4400,0,000000
2026-04-16 14:25:17.947,34,542,1,3000,373,2296,2,9687,222,2252,23,3650,13,9477,4,1545,-0,0718,1,7801,3,1243,0,0000,0,0000,0,0000,4,4000,36,8704,3,9868,0,1326,0,0877,0,1284,-15,9603,106,4506,179,0075,0,6183,0,9753,2,1928,0,5446,0,2676,-0,5612,0,9664,8,2729,0,2699,0,000000
2026-04-16 14:25:18.956,35,553,1,3667,377,2435,2,9695,222,2252,23,4194,13,6215,4,1959,-0,1265,1,7635,3,1243,0,0000,0,0000,0,0000,4,3333,36,9150,3,9830,0,1281,0,0876,0,1245,-16,0655,106,9151,179,0075,0,5989,0,8608,2,1928,0,5434,0,2707,-0,5535,0,9664,8,2468,0,2876,0,000000
2026-04-16 14:25:19.970,36,564,1,3667,402,1761,2,6105,222,2252,22,9499,14,4153,4,2859,-0,1734,1,7616,3,1243,0,0000,0,0000,0,0000,4,2667,36,9630,3,9947,0,1007,0,0878,0,0970,-17,3954,106,9035,179,0075,0,5990,0,8982,2,1928,0,5455,0,2686,-0,5557,0,9664,8,1035,0,2963,0,000000
2026-04-16 14:25:20.978,37,576,1,3667,426,5641,3,2266,222,2252,23,0103,13,8441,4,1887,-0,1919,1,7872,3,1243,0,0000,0,0000,0,0000,4,1333,36,8264,3,9473,0,1141,0,0868,0,1088,-17,4029,107,3115,179,0075,0,5935,0,9346,2,1928,0,5507,0,2675,-0,5870,0,9664,7,9388,0,2109,0,000000
2026-04-16 14:25:21.978,38,576,1,3000,462,6864,3,9026,111,1097,23,0394,13,5920,4,1990,-0,1917,1,7781,3,1243,0,0000,0,0000,0,0000,3,9000,36,8144,3,9113,0,1222,0,0859,0,1171,-17,2333,107,0916,179,0075,0,5976,0,8998,2,1928,0,5443,0,2675,-0,5533,0,9664,7,8743,0,1139,0,000000
