Timestamp,SessionTime,Mean,SD,Variance,Minimum,Maximum,Number of Peaks,Number of Valleys,Ratio
2026-04-16 16:27:40.947,9,517,3,8213,0,0021,0,0000,3,8184,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:41.453,10,025,3,8157,0,0044,0,0000,3,8063,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:41.963,10,536,3,8113,0,0057,0,0000,3,7969,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:42.475,11,047,3,8053,0,0098,0,0001,3,7848,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:42.974,11,547,3,7998,0,0130,0,0002,3,7746,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:43.485,12,058,3,7954,0,0147,0,0002,3,7720,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:43.986,12,558,3,7925,0,0149,0,0002,3,7698,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:44.497,13,069,3,7912,0,0142,0,0002,3,7698,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:44.997,13,569,3,7901,0,0138,0,0002,3,7698,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:45.507,14,080,3,7872,0,0153,0,0002,3,7551,3,8255,0,000000,0,000000,0,0000
2026-04-16 16:27:46.008,14,581,3,7841,0,0164,0,0003,3,7507,3,8232,0,000000,0,000000,0,0000
2026-04-16 16:27:46.519,15,092,3,7785,0,0148,0,0002,3,7483,3,8138,0,000000,0,000000,0,0000
2026-04-16 16:27:47.019,15,592,3,7745,0,0118,0,0001,3,7483,3,8025,0,000000,0,000000,0,0000
2026-04-16 16:27:47.529,16,103,3,7759,0,0155,0,0002,3,7483,3,8432,0,000000,0,000000,0,0000
2026-04-16 16:27:48.031,16,603,3,7851,0,0342,0,0012,3,7483,3,9103,0,000000,0,000000,0,0000
2026-04-16 16:27:48.540,17,114,3,8012,0,0572,0,0033,3,7483,3,9678,0,000000,0,000000,0,0000
2026-04-16 16:27:49.053,17,625,3,8222,0,0792,0,0063,3,7483,4,0087,0,000000,0,000000,0,0000
2026-04-16 16:27:49.563,18,136,3,8473,0,0982,0,0096,3,7483,4,0338,0,000000,0,000000,0,0000
2026-04-16 16:27:50.062,18,636,3,8722,0,1097,0,0120,3,7483,4,0465,0,000000,0,000000,0,0000
2026-04-16 16:27:50.564,19,136,3,8996,0,1142,0,0130,3,7483,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:51.075,19,647,3,9296,0,1101,0,0121,3,7483,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:51.586,20,158,3,9570,0,0970,0,0094,3,7556,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:52.085,20,658,3,9814,0,0750,0,0056,3,7802,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:52.596,21,169,4,0000,0,0490,0,0024,3,8431,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:53.097,21,669,4,0097,0,0309,0,0010,3,9127,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:53.609,22,181,4,0118,0,0263,0,0007,3,9542,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:54.119,22,692,4,0074,0,0318,0,0010,3,9416,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:54.619,23,192,3,9997,0,0367,0,0013,3,9335,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:55.119,23,692,3,9887,0,0397,0,0016,3,9195,4,0494,0,000000,0,000000,0,0000
2026-04-16 16:27:55.618,24,192,3,9770,0,0397,0,0016,3,9129,4,0478,0,000000,0,000000,0,0000
2026-04-16 16:27:56.130,24,703,3,9638,0,0377,0,0014,3,9036,4,0410,0,000000,0,000000,0,0000
