Timestamp,SessionTime,Mean,SD,Variance,Minimum,Maximum,Number of Peaks,Number of Valleys,Ratio
2026-04-16 13:53:40.998,9,796,4,8587,0,0072,0,0001,4,8500,4,8690,0,000000,0,000000,0,0000
2026-04-16 13:53:41.506,10,307,4,8476,0,0089,0,0001,4,8253,4,8693,0,000000,0,000000,0,0000
2026-04-16 13:53:42.007,10,807,4,8562,0,0131,0,0002,4,8253,4,8893,0,000000,0,000000,0,0000
2026-04-16 13:53:42.517,11,318,4,8667,0,0189,0,0004,4,8253,4,9072,0,000000,0,000000,0,0000
2026-04-16 13:53:43.019,11,819,4,8733,0,0204,0,0004,4,8253,4,9091,0,000000,0,000000,0,0000
2026-04-16 13:53:43.517,12,319,4,8743,0,0189,0,0004,4,8253,4,9091,0,000000,0,000000,0,0000
2026-04-16 13:53:44.029,12,830,4,8759,0,0200,0,0004,4,8253,4,9409,0,000000,0,000000,0,0000
2026-04-16 13:53:44.540,13,341,4,8976,0,0590,0,0035,4,8253,5,1168,0,000000,0,000000,0,0000
2026-04-16 13:53:45.051,13,852,4,9298,0,1023,0,0105,4,8253,5,2100,0,000000,0,000000,0,0000
2026-04-16 13:53:45.561,14,363,4,9592,0,1297,0,0168,4,8253,5,2401,0,000000,0,000000,0,0000
2026-04-16 13:53:46.063,14,863,4,9904,0,1526,0,0233,4,8253,5,3009,0,000000,0,000000,0,0000
2026-04-16 13:53:46.572,15,374,5,0451,0,1824,0,0333,4,8375,5,4482,0,000000,0,000000,0,0000
2026-04-16 13:53:47.073,15,874,5,1073,0,2129,0,0453,4,8494,5,5464,0,000000,0,000000,0,0000
2026-04-16 13:53:47.584,16,385,5,1764,0,2411,0,0582,4,8494,5,6091,0,000000,0,000000,0,0000
2026-04-16 13:53:48.084,16,885,5,2523,0,2544,0,0647,4,8494,5,6568,0,000000,0,000000,0,0000
2026-04-16 13:53:48.583,17,385,5,3276,0,2420,0,0586,4,8504,5,6568,0,000000,0,000000,0,0000
2026-04-16 13:53:49.085,17,885,5,3973,0,2025,0,0410,4,9530,5,6568,0,000000,0,000000,0,0000
2026-04-16 13:53:49.594,18,396,5,4412,0,1678,0,0282,5,1061,5,6568,0,000000,0,000000,0,0000
